Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.1157856612,0.4529117543,0.4313025846
-10.5000000000,52.5000000000,0.1109652194,0.4647962619,0.4242385187
-10.5000000000,53.5000000000,0.1059021640,0.4777521581,0.4163456779
-10.5000000000,54.5000000000,0.1016973126,0.4635046554,0.4347980319
-9.5000000000,38.5000000000,0.1758146142,0.3608534951,0.4633318907
-9.5000000000,39.5000000000,0.1703576092,0.3693626920,0.4602796988
-9.5000000000,42.5000000000,0.1562659212,0.3906935811,0.4530404976
-9.5000000000,43.5000000000,0.1528958846,0.3928349040,0.4542692114
-9.5000000000,51.5000000000,0.1188553713,0.4486885560,0.4324560727
-9.5000000000,52.5000000000,0.1136756645,0.4696259068,0.4166984287
-9.5000000000,53.5000000000,0.1072415444,0.4822303800,0.4105280756
-9.5000000000,54.5000000000,0.1008676512,0.4643551786,0.4347771701
-8.5000000000,37.5000000000,0.1911551301,0.3333445905,0.4755002794
-8.5000000000,38.5000000000,0.1859666757,0.3437752069,0.4702581174
-8.5000000000,39.5000000000,0.1836072646,0.3487901370,0.4676025984
-8.5000000000,40.5000000000,0.1775835811,0.3580725486,0.4643438704
-8.5000000000,41.5000000000,0.1769026196,0.3602785059,0.4628188745
-8.5000000000,42.5000000000,0.1757645665,0.3609429663,0.4632924672
-8.5000000000,43.5000000000,0.1589607785,0.3797905440,0.4612486774
-8.5000000000,51.5000000000,0.1160424661,0.4450814926,0.4388760412
-8.5000000000,52.5000000000,0.1147528223,0.4584591559,0.4267880217
-8.5000000000,53.5000000000,0.1056317038,0.4710055937,0.4233627024
-8.5000000000,54.5000000000,0.1000656695,0.4606864599,0.4392478706
-8.5000000000,55.5000000000,0.0944401639,0.4486138849,0.4569459511
-7.5000000000,37.5000000000,0.2028242123,0.3122377731,0.4849380146
-7.5000000000,38.5000000000,0.2035157257,0.3155419164,0.4809423578
-7.5000000000,39.5000000000,0.2003882702,0.3244842216,0.4751275083
-7.5000000000,40.5000000000,0.2116240058,0.3130169446,0.4753590496
-7.5000000000,41.5000000000,0.2056177998,0.3218778336,0.4725043666
-7.5000000000,42.5000000000,0.2029090346,0.3227158780,0.4743750873
-7.5000000000,43.5000000000,0.1720385055,0.3557666095,0.4721948850
-7.5000000000,51.5000000000,0.1118446860,0.4344768055,0.4536785086
-7.5000000000,52.5000000000,0.1107928203,0.4390884261,0.4501187536
-7.5000000000,53.5000000000,0.1011737484,0.4597923765,0.4390338751
-7.5000000000,54.5000000000,0.0962683450,0.4625257144,0.4412059405
-7.5000000000,55.5000000000,0.0902539182,0.4553651040,0.4543809777
-7.5000000000,57.5000000000,0.0901926342,0.4029944289,0.5068129369
-7.5000000000,58.5000000000,0.0929691955,0.3933858623,0.5136449422
-7.5000000000,62.5000000000,0.1125286185,0.4313151388,0.4561562427
-6.5000000000,37.5000000000,0.2192791700,0.2826196317,0.4981011983
-6.5000000000,38.5000000000,0.2277360811,0.2787430081,0.4935209107
-6.5000000000,39.5000000000,0.2166839275,0.3003688051,0.4829472674
-6.5000000000,40.5000000000,0.2291128381,0.2934974507,0.4773897112
-6.5000000000,41.5000000000,0.2221177862,0.3006619136,0.4772203002
-6.5000000000,42.5000000000,0.2354862967,0.2799531887,0.4845605146
-6.5000000000,43.5000000000,0.1804273341,0.3401774558,0.4793952101
-6.5000000000,52.5000000000,0.1017615261,0.4654918337,0.4327466402
-6.5000000000,53.5000000000,0.0939072136,0.4833259080,0.4227668784
-6.5000000000,54.5000000000,0.0877835344,0.4893772070,0.4228392586
-6.5000000000,55.5000000000,0.0850362361,0.4812139692,0.4337497947
-6.5000000000,56.5000000000,0.0849955148,0.4397261830,0.4752783022
-6.5000000000,57.5000000000,0.0884628423,0.4163695942,0.4951675635
-6.5000000000,58.5000000000,0.0910979126,0.4037831074,0.5051189800
-6.5000000000,61.5000000000,0.1078617462,0.4270798611,0.4650583928
-6.5000000000,62.5000000000,0.1122333233,0.4352842114,0.4524824652
-5.5000000000,37.5000000000,0.2335468898,0.2499128226,0.5165402876
-5.5000000000,38.5000000000,0.2487146031,0.2415077038,0.5097776932
-5.5000000000,39.5000000000,0.2390325505,0.2622033216,0.4987641279
-5.5000000000,40.5000000000,0.2659016120,0.2444574406,0.4896409473
-5.5000000000,41.5000000000,0.2377452896,0.2770586101,0.4851961003
-5.5000000000,42.5000000000,0.2365630509,0.2771532234,0.4862837258
-5.5000000000,43.5000000000,0.1858808079,0.3313282034,0.4827909887
-5.5000000000,50.5000000000,0.1083010449,0.4040700935,0.4876288616
-5.5000000000,51.5000000000,0.1016104617,0.4405247266,0.4578648116
-5.5000000000,54.5000000000,0.0807140454,0.5257027683,0.3935831862
-5.5000000000,55.5000000000,0.0820581911,0.5114350236,0.4065067853
