Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.0786429823,0.4167508278,0.5046061899
-10.5000000000,52.5000000000,0.0640809112,0.3849999224,0.5509191664
-10.5000000000,53.5000000000,0.0516359690,0.3843970944,0.5639669366
-10.5000000000,54.5000000000,0.0626751469,0.3057425030,0.6315823501
-9.5000000000,38.5000000000,0.1029949971,0.2262018655,0.6708031374
-9.5000000000,39.5000000000,0.1010423507,0.2349223502,0.6640352990
-9.5000000000,42.5000000000,0.0891193436,0.3005587306,0.6103219258
-9.5000000000,43.5000000000,0.0842056612,0.3312027843,0.5845915544
-9.5000000000,51.5000000000,0.0788230971,0.4391779782,0.4819989246
-9.5000000000,52.5000000000,0.0687797363,0.4046974057,0.5265228580
-9.5000000000,53.5000000000,0.0606309831,0.3763501747,0.5630188421
-9.5000000000,54.5000000000,0.0623522131,0.3226453523,0.6150024345
-8.5000000000,37.5000000000,0.1226909090,0.2013023209,0.6760067702
-8.5000000000,38.5000000000,0.1210353126,0.2047237375,0.6742409500
-8.5000000000,39.5000000000,0.1143019793,0.2210337720,0.6646642487
-8.5000000000,40.5000000000,0.1122894503,0.2312371049,0.6564734448
-8.5000000000,41.5000000000,0.1112279892,0.2499669387,0.6388050721
-8.5000000000,42.5000000000,0.1091373329,0.2743537346,0.6165089326
-8.5000000000,43.5000000000,0.0927380025,0.3180853450,0.5891766525
-8.5000000000,51.5000000000,0.0652873336,0.4471820754,0.4875305910
-8.5000000000,52.5000000000,0.0617504317,0.4193715412,0.5188780271
-8.5000000000,53.5000000000,0.0588168857,0.3932863601,0.5478967542
-8.5000000000,54.5000000000,0.0632309402,0.3453795456,0.5913895141
-8.5000000000,55.5000000000,0.0547328223,0.3279675746,0.6172996031
-7.5000000000,37.5000000000,0.1336560818,0.1902471332,0.6760967850
-7.5000000000,38.5000000000,0.1354513915,0.1933627520,0.6711858566
-7.5000000000,39.5000000000,0.1376612913,0.1980742278,0.6642644808
-7.5000000000,40.5000000000,0.1497646638,0.1993862142,0.6508491220
-7.5000000000,41.5000000000,0.1432818770,0.2232852255,0.6334328975
-7.5000000000,42.5000000000,0.1418401359,0.2464641135,0.6116957505
-7.5000000000,43.5000000000,0.1073575065,0.3035329921,0.5891095015
-7.5000000000,51.5000000000,0.0417718810,0.4970403491,0.4611877699
-7.5000000000,52.5000000000,0.0569085992,0.4224686621,0.5206227387
-7.5000000000,53.5000000000,0.0569301578,0.4021294691,0.5409403730
-7.5000000000,54.5000000000,0.0635958919,0.3586590271,0.5777450810
-7.5000000000,55.5000000000,0.0600041529,0.3280063172,0.6119895299
-7.5000000000,57.5000000000,0.0531268658,0.2402883783,0.7065847559
-7.5000000000,58.5000000000,0.0563890018,0.1975443222,0.7460666760
-7.5000000000,62.5000000000,0.0715097533,0.1405437480,0.7879464987
-6.5000000000,35.5000000000,0.1635569053,0.1471208428,0.6893222519
-6.5000000000,36.5000000000,0.1474199716,0.1668867203,0.6856933081
-6.5000000000,37.5000000000,0.1586952363,0.1660115438,0.6752932199
-6.5000000000,38.5000000000,0.1706429241,0.1663395381,0.6630175377
-6.5000000000,39.5000000000,0.1583712962,0.1863517808,0.6552769229
-6.5000000000,40.5000000000,0.1732992601,0.1911846819,0.6355160580
-6.5000000000,41.5000000000,0.1646063971,0.2190122374,0.6163813656
-6.5000000000,42.5000000000,0.1926194718,0.2137742541,0.5936062741
-6.5000000000,43.5000000000,0.1170154366,0.3033480415,0.5796365219
-6.5000000000,52.5000000000,0.0507666888,0.4123970117,0.5368362995
-6.5000000000,53.5000000000,0.0498504250,0.4132246949,0.5369248801
-6.5000000000,54.5000000000,0.0577447689,0.3765978691,0.5656573620
-6.5000000000,55.5000000000,0.0561240051,0.3489707705,0.5949052243
-6.5000000000,56.5000000000,0.0518628283,0.3048988559,0.6432383158
-6.5000000000,57.5000000000,0.0565553629,0.2377127397,0.7057318974
-6.5000000000,58.5000000000,0.0557955233,0.1983256411,0.7458788355
-6.5000000000,61.5000000000,0.0665379494,0.1411108708,0.7923511798
-6.5000000000,62.5000000000,0.0711444144,0.1366492588,0.7922063267
-5.5000000000,35.5000000000,0.2076352099,0.1182644162,0.6741003739
-5.5000000000,36.5000000000,0.1877876782,0.1376427110,0.6745696109
-5.5000000000,37.5000000000,0.1783613096,0.1510525238,0.6705861666
-5.5000000000,38.5000000000,0.1963465663,0.1536286311,0.6500248026
-5.5000000000,39.5000000000,0.1857997783,0.1740838240,0.6401163977
-5.5000000000,40.5000000000,0.2252856879,0.1662276751,0.6084866370
-5.5000000000,41.5000000000,0.1856752809,0.2182474185,0.5960773006
-5.5000000000,42.5000000000,0.1926198524,0.2324704216,0.5749097260
-5.5000000000,43.5000000000,0.1243872254,0.3125523628,0.5630604117
-5.5000000000,50.5000000000,0.0517612919,0.3596884032,0.5885503049
-5.5000000000,51.5000000000,0.0503252487,0.3628794990,0.5867952522
-5.5000000000,54.5000000000,0.0505579779,0.3631561022,0.5862859200
-5.5000000000,55.5000000000,0.0522434524,0.3383259660,0.6094305816
-5.5000000000,56.5000000000,0.0580258624,0.2843909127,0.6575832249
-5.5000000000,57.5000000000,0.0648078891,0.2216151138,0.7135769971
-5.5000000000,58.5000000000,0.0540941272,0.2044099001,0.7414959727
-4.5000000000,35.5000000000,0.2136245119,0.1076778425,0.6786976456
-4.5000000000,36.5000000000,0.1974182882,0.1241083993,0.6784733125
-4.5000000000,37.5000000000,0.2238488589,0.1206463020,0.6555048391
-4.5000000000,38.5000000000,0.2320977214,0.1311934948,0.6367087838
-4.5000000000,39.5000000000,0.2318890002,0.1510829631,0.6170280368
