Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.1152974824,0.3307207276,0.5539817900
-10.5000000000,52.5000000000,0.1099503709,0.3266938260,0.5633558031
-10.5000000000,53.5000000000,0.1072385484,0.3554839252,0.5372775264
-10.5000000000,54.5000000000,0.1046746659,0.3663098958,0.5290154383
-9.5000000000,38.5000000000,0.2138601170,0.3067340344,0.4794058486
-9.5000000000,39.5000000000,0.2063390074,0.3180412457,0.4756197470
-9.5000000000,42.5000000000,0.1850371435,0.3417493351,0.4732135214
-9.5000000000,43.5000000000,0.1771872372,0.3454894476,0.4773233152
-9.5000000000,51.5000000000,0.1180989055,0.3469832370,0.5349178575
-9.5000000000,52.5000000000,0.1138816852,0.3631639261,0.5229543887
-9.5000000000,53.5000000000,0.1093685960,0.3789500201,0.5116813839
-9.5000000000,54.5000000000,0.1045041920,0.3772291061,0.5182667019
-8.5000000000,37.5000000000,0.2268043964,0.2821554237,0.4910401799
-8.5000000000,38.5000000000,0.2193960217,0.2957596972,0.4848442810
-8.5000000000,39.5000000000,0.2140964468,0.3015576379,0.4843459154
-8.5000000000,40.5000000000,0.2062809647,0.3101925206,0.4835265147
-8.5000000000,41.5000000000,0.2013245250,0.3134345403,0.4852409347
-8.5000000000,42.5000000000,0.1971099029,0.3122288706,0.4906612265
-8.5000000000,43.5000000000,0.1823056268,0.3328214384,0.4848729349
-8.5000000000,51.5000000000,0.1156966045,0.3607729820,0.5235304135
-8.5000000000,52.5000000000,0.1135770132,0.3757346036,0.5106883832
-8.5000000000,53.5000000000,0.1070132995,0.3869279861,0.5060587144
-8.5000000000,54.5000000000,0.1031848451,0.3818821543,0.5149330005
-8.5000000000,55.5000000000,0.1001051526,0.3819665600,0.5179282874
-7.5000000000,37.5000000000,0.2341756658,0.2691500873,0.4966742469
-7.5000000000,38.5000000000,0.2305411489,0.2744614244,0.4949974267
-7.5000000000,39.5000000000,0.2247457046,0.2824258209,0.4928284746
-7.5000000000,40.5000000000,0.2268341581,0.2705048445,0.5026609974
-7.5000000000,41.5000000000,0.2190954728,0.2782380120,0.5026665152
-7.5000000000,42.5000000000,0.2135638440,0.2771333885,0.5093027675
-7.5000000000,43.5000000000,0.1907586509,0.3122436141,0.4969977349
-7.5000000000,51.5000000000,0.1104318607,0.3568091493,0.5327589901
-7.5000000000,52.5000000000,0.1078027071,0.3570542560,0.5351430369
-7.5000000000,53.5000000000,0.1023446721,0.3802542581,0.5174010698
-7.5000000000,54.5000000000,0.0995832850,0.3805972616,0.5198194534
-7.5000000000,55.5000000000,0.0972377851,0.3879815919,0.5147806231
-7.5000000000,57.5000000000,0.1022709628,0.3650982667,0.5326307705
-7.5000000000,58.5000000000,0.1067661379,0.3569292701,0.5363045920
-7.5000000000,62.5000000000,0.1282676239,0.3891815565,0.4825508196
-6.5000000000,35.5000000000,0.2434563219,0.2506372324,0.5059064457
-6.5000000000,36.5000000000,0.2405168962,0.2574658845,0.5020172192
-6.5000000000,37.5000000000,0.2428739510,0.2518829326,0.5052431164
-6.5000000000,38.5000000000,0.2438582005,0.2483463925,0.5077954069
-6.5000000000,39.5000000000,0.2342846702,0.2682526398,0.4974626900
