Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.0604883499,0.3123049278,0.6272067223
-10.5000000000,52.5000000000,0.0492791137,0.2768939743,0.6738269121
-10.5000000000,53.5000000000,0.0439119550,0.2857534039,0.6703346411
-10.5000000000,54.5000000000,0.0558082458,0.2745486457,0.6696431085
-9.5000000000,38.5000000000,0.0981603742,0.1971909253,0.7046487005
-9.5000000000,39.5000000000,0.0972983242,0.2052104261,0.6974912498
-9.5000000000,42.5000000000,0.0831551451,0.2555237557,0.6613210992
-9.5000000000,43.5000000000,0.0757614401,0.2743451873,0.6498933726
-9.5000000000,51.5000000000,0.0638511605,0.3359852987,0.6001635408
-9.5000000000,52.5000000000,0.0563248285,0.3142267679,0.6294484036
-9.5000000000,53.5000000000,0.0525148369,0.3053414728,0.6421436903
-9.5000000000,54.5000000000,0.0583798351,0.2911823303,0.6504378346
-8.5000000000,37.5000000000,0.1120000215,0.1779798377,0.7100201408
-8.5000000000,38.5000000000,0.1167099745,0.1839637792,0.6993262463
-8.5000000000,39.5000000000,0.1070739994,0.1903214450,0.7026045556
-8.5000000000,40.5000000000,0.1076285246,0.2009362822,0.6914351932
-8.5000000000,41.5000000000,0.1058525421,0.2142230653,0.6799243926
-8.5000000000,42.5000000000,0.0994785492,0.2289612011,0.6715602497
-8.5000000000,43.5000000000,0.0857113010,0.2672822373,0.6470064616
-8.5000000000,51.5000000000,0.0549841953,0.3380129982,0.6070028065
-8.5000000000,52.5000000000,0.0529836567,0.3223420926,0.6246742507
-8.5000000000,53.5000000000,0.0546072551,0.3248203573,0.6205723876
-8.5000000000,54.5000000000,0.0625664458,0.3058805450,0.6315530092
-8.5000000000,55.5000000000,0.0572101812,0.2860751991,0.6567146197
-7.5000000000,37.5000000000,0.1218043384,0.1722134012,0.7059822604
-7.5000000000,38.5000000000,0.1268102704,0.1725126929,0.7006770367
-7.5000000000,39.5000000000,0.1280772507,0.1751636468,0.6967591025
-7.5000000000,40.5000000000,0.1305122288,0.1662671989,0.7032205722
-7.5000000000,41.5000000000,0.1283030674,0.1874287563,0.6842681762
-7.5000000000,42.5000000000,0.1236302262,0.2038716550,0.6724981188
-7.5000000000,43.5000000000,0.0980451517,0.2592323394,0.6427225090
-7.5000000000,51.5000000000,0.0392974510,0.3396698630,0.6210326860
-7.5000000000,52.5000000000,0.0521988676,0.3270366263,0.6207645062
-7.5000000000,53.5000000000,0.0579212588,0.3381699925,0.6039087488
-7.5000000000,54.5000000000,0.0692521133,0.3202821595,0.6104657271
-7.5000000000,55.5000000000,0.0668803580,0.2947693066,0.6383503354
-7.5000000000,57.5000000000,0.0523904905,0.2041590458,0.7434504637
-7.5000000000,58.5000000000,0.0526663549,0.1767208489,0.7706127962
-7.5000000000,62.5000000000,0.0673765815,0.1622141607,0.7704092578
-6.5000000000,35.5000000000,0.1482239029,0.1553626248,0.6964134724
-6.5000000000,36.5000000000,0.1414585072,0.1639551604,0.6945863324
-6.5000000000,37.5000000000,0.1472922268,0.1593707052,0.6933370680
-6.5000000000,38.5000000000,0.1573977391,0.1558459502,0.6867563107
-6.5000000000,39.5000000000,0.1517988389,0.1748961393,0.6733050219
-6.5000000000,40.5000000000,0.1568834510,0.1693453257,0.6737712234
-6.5000000000,41.5000000000,0.1485577366,0.1892032006,0.6622390628
-6.5000000000,42.5000000000,0.1612020043,0.1787158041,0.6600821916
-6.5000000000,43.5000000000,0.1085771289,0.2682993716,0.6231234995
-6.5000000000,52.5000000000,0.0508919888,0.3223833875,0.6267246237
-6.5000000000,53.5000000000,0.0571923351,0.3406461054,0.6021615595
-6.5000000000,54.5000000000,0.0721824953,0.3348148112,0.5930026935
-6.5000000000,55.5000000000,0.0692807084,0.3044715902,0.6262477014
-6.5000000000,56.5000000000,0.0597756490,0.2558813303,0.6843430207
-6.5000000000,57.5000000000,0.0556073619,0.1993511394,0.7450414987
-6.5000000000,58.5000000000,0.0513042868,0.1714485265,0.7772471867
-6.5000000000,61.5000000000,0.0605663822,0.1518192165,0.7876144013
-6.5000000000,62.5000000000,0.0662904890,0.1551236349,0.7785858762
-5.5000000000,35.5000000000,0.1767563076,0.1268284747,0.6964152177
-5.5000000000,36.5000000000,0.1730036368,0.1351534511,0.6918429121
-5.5000000000,37.5000000000,0.1699266828,0.1500822941,0.6799910231
-5.5000000000,38.5000000000,0.1806389643,0.1461274276,0.6732336081
-5.5000000000,39.5000000000,0.1818684901,0.1674596012,0.6506719087
-5.5000000000,40.5000000000,0.2013469654,0.1491422560,0.6495107786
-5.5000000000,41.5000000000,0.1719420859,0.1969098016,0.6311481124
-5.5000000000,42.5000000000,0.1724219733,0.2064945874,0.6210834392
-5.5000000000,43.5000000000,0.1198242173,0.2891494776,0.5910263051
-5.5000000000,50.5000000000,0.0379464699,0.2613998796,0.7006536505
-5.5000000000,51.5000000000,0.0419472355,0.2811560504,0.6768967140
-5.5000000000,54.5000000000,0.0660759941,0.3194952549,0.6144287510
-5.5000000000,55.5000000000,0.0650311890,0.2866358455,0.6483329655
-5.5000000000,56.5000000000,0.0655365466,0.2350341118,0.6994293416
-5.5000000000,57.5000000000,0.0629376986,0.1851560150,0.7519062864
-5.5000000000,58.5000000000,0.0516517404,0.1753768003,0.7729714593
-4.5000000000,35.5000000000,0.1830485299,0.1223412448,0.6946102253
-4.5000000000,36.5000000000,0.1798162513,0.1283163039,0.6918674448
-4.5000000000,37.5000000000,0.2035700306,0.1227397816,0.6736901878
-4.5000000000,38.5000000000,0.2183895196,0.1300782443,0.6515322362
-4.5000000000,39.5000000000,0.2335736317,0.1488177490,0.6176086193
-4.5000000000,40.5000000000,0.2694615539,0.1493526174,0.5811858287
-4.5000000000,41.5000000000,0.2271335399,0.1948799019,0.5779865582
-4.5000000000,42.5000000000,0.2042272726,0.2178670202,0.5779057072
-4.5000000000,43.5000000000,0.1336863248,0.3101645188,0.5561491564
-4.5000000000,47.5000000000,0.0330050622,0.2506483806,0.7163465572
-4.5000000000,48.5000000000,0.0306092617,0.2252515463,0.7441391920
-4.5000000000,50.5000000000,0.0347729043,0.2329116292,0.7323154665
-4.5000000000,51.5000000000,0.0372653759,0.2491031520,0.7136314722
-4.5000000000,52.5000000000,0.0435975950,0.2659526056,0.6904497994
-4.5000000000,53.5000000000,0.0484571880,0.2822637468,0.6692790653
-4.5000000000,54.5000000000,0.0537576485,0.2803158979,0.6659264537
-4.5000000000,55.5000000000,0.0597242026,0.2452052029,0.6950705945
-4.5000000000,56.5000000000,0.0726627252,0.2019476123,0.7253896625
-4.5000000000,57.5000000000,0.0644441866,0.1701414102,0.7654144033
-4.5000000000,58.5000000000,0.0536941943,0.1519687885,0.7943370172
-3.5000000000,35.5000000000,0.1971622317,0.1076592671,0.6951785011
-3.5000000000,36.5000000000,0.1906432319,0.1092436112,0.7001131569
-3.5000000000,37.5000000000,0.2444447253,0.0812068640,0.6743484107
-3.5000000000,38.5000000000,0.2393457755,0.1111475769,0.6495066475
-3.5000000000,39.5000000000,0.2639529500,0.1308562434,0.6051908065
-3.5000000000,40.5000000000,0.2854722362,0.1487518099,0.5657759538
-3.5000000000,41.5000000000,0.2840717240,0.1664263596,0.5495019165
-3.5000000000,42.5000000000,0.2247278842,0.2196707991,0.5556013167
-3.5000000000,43.5000000000,0.1296212771,0.3241329459,0.5462457770
-3.5000000000,47.5000000000,0.0382355228,0.2498646208,0.7118998564
-3.5000000000,48.5000000000,0.0317983697,0.2256395382,0.7425620921
-3.5000000000,50.5000000000,0.0324714161,0.2238146632,0.7437139207
-3.5000000000,51.5000000000,0.0361468982,0.2185226671,0.7453304347
-3.5000000000,52.5000000000,0.0443688028,0.2146125364,0.7410186608
-3.5000000000,53.5000000000,0.0445978666,0.2447154671,0.7106866662
-3.5000000000,54.5000000000,0.0498021173,0.2404883621,0.7097095206
-3.5000000000,55.5000000000,0.0571561517,0.2126458375,0.7301980108
-3.5000000000,56.5000000000,0.0637236240,0.1963437139,0.7399326621
-3.5000000000,57.5000000000,0.0613293578,0.1646753644,0.7739952778
-3.5000000000,58.5000000000,0.0511232923,0.1422133575,0.8066633502
-3.5000000000,59.5000000000,0.0492910465,0.1310936290,0.8196153245
-2.5000000000,35.5000000000,0.2010890235,0.0953487280,0.7035622485
-2.5000000000,36.5000000000,0.2036090842,0.0963815786,0.7000093372
-2.5000000000,37.5000000000,0.2389611979,0.0653134313,0.6957253708
