Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.0857987467,0.6498671032,0.2643341501
-10.5000000000,52.5000000000,0.0884653383,0.6411888562,0.2703458055
-10.5000000000,53.5000000000,0.0932928472,0.6110384769,0.2956686759
-10.5000000000,54.5000000000,0.1084144266,0.5556868672,0.3358987062
-9.5000000000,38.5000000000,0.1474163613,0.3842529093,0.4683307294
-9.5000000000,39.5000000000,0.1370164381,0.4149444319,0.4480391300
-9.5000000000,42.5000000000,0.1095654439,0.4985922330,0.3918423231
-9.5000000000,43.5000000000,0.1019026332,0.5226064220,0.3754909449
-9.5000000000,51.5000000000,0.0893728720,0.6355636235,0.2750635045
-9.5000000000,52.5000000000,0.0947815296,0.6212125198,0.2840059505
-9.5000000000,53.5000000000,0.0985540069,0.5986439750,0.3028020181
-9.5000000000,54.5000000000,0.1074967928,0.5508418365,0.3416613707
-8.5000000000,37.5000000000,0.1715548242,0.3344429234,0.4940022524
-8.5000000000,38.5000000000,0.1604570622,0.3623309603,0.4772119775
-8.5000000000,39.5000000000,0.1523271711,0.3853221751,0.4623506538
-8.5000000000,40.5000000000,0.1424724778,0.4151360070,0.4423915152
-8.5000000000,41.5000000000,0.1349116178,0.4378150949,0.4272732873
-8.5000000000,42.5000000000,0.1289151048,0.4550239058,0.4160609894
-8.5000000000,43.5000000000,0.1083024619,0.5036405883,0.3880569498
-8.5000000000,51.5000000000,0.0860827455,0.6315415161,0.2823757384
-8.5000000000,52.5000000000,0.0936076999,0.6143183596,0.2920739405
-8.5000000000,53.5000000000,0.0967099396,0.5928067260,0.3104833344
-8.5000000000,54.5000000000,0.1042446436,0.5510122568,0.3447430996
-8.5000000000,55.5000000000,0.1017549383,0.5184214445,0.3798236172
-7.5000000000,37.5000000000,0.1867451274,0.3068060953,0.5064487773
-7.5000000000,38.5000000000,0.1811877192,0.3249479166,0.4938643641
-7.5000000000,39.5000000000,0.1740742996,0.3468435355,0.4790821649
-7.5000000000,40.5000000000,0.1797887023,0.3489431704,0.4712681272
-7.5000000000,41.5000000000,0.1647210668,0.3803544690,0.4549244642
