Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.0723034818,0.5376843479,0.3900121702
-10.5000000000,52.5000000000,0.0736735583,0.5149988438,0.4113275979
-10.5000000000,53.5000000000,0.0724727068,0.4887935892,0.4387337040
-10.5000000000,54.5000000000,0.0843289989,0.4295535557,0.4861174454
-9.5000000000,38.5000000000,0.1158793875,0.3392120449,0.5449085676
-9.5000000000,39.5000000000,0.1093371755,0.3700926400,0.5205701846
-9.5000000000,42.5000000000,0.0862754868,0.4950638341,0.4186606791
-9.5000000000,43.5000000000,0.0794283276,0.5290150252,0.3915566473
-9.5000000000,51.5000000000,0.0733191198,0.5377747928,0.3889060873
-9.5000000000,52.5000000000,0.0761634550,0.5218614338,0.4019751112
-9.5000000000,53.5000000000,0.0782682341,0.4906362284,0.4310955375
-9.5000000000,54.5000000000,0.0829683689,0.4434666581,0.4735649730
-8.5000000000,37.5000000000,0.1394348567,0.2888723583,0.5716927850
-8.5000000000,38.5000000000,0.1325666100,0.3144680236,0.5529653664
-8.5000000000,39.5000000000,0.1286807025,0.3411654892,0.5301538083
-8.5000000000,40.5000000000,0.1229853934,0.3780949757,0.4989196309
-8.5000000000,41.5000000000,0.1192349682,0.4171226039,0.4636424279
-8.5000000000,42.5000000000,0.1161162995,0.4486201798,0.4352635208
-8.5000000000,43.5000000000,0.0894900537,0.5163245960,0.3941853503
-8.5000000000,51.5000000000,0.0646856075,0.5563863008,0.3789280916
-8.5000000000,52.5000000000,0.0717685873,0.5317974168,0.3964339959
-8.5000000000,53.5000000000,0.0735934219,0.5119814629,0.4144251152
-8.5000000000,54.5000000000,0.0810036279,0.4674107900,0.4515855821
-8.5000000000,55.5000000000,0.0759457686,0.4350312652,0.4890229662
-7.5000000000,37.5000000000,0.1548585573,0.2672398829,0.5779015599
-7.5000000000,38.5000000000,0.1579467899,0.2825839861,0.5594692240
-7.5000000000,39.5000000000,0.1579737683,0.3048141642,0.5372120675
-7.5000000000,40.5000000000,0.1820294620,0.3052954836,0.5126750544
-7.5000000000,41.5000000000,0.1684003597,0.3556120620,0.4759875784
-7.5000000000,42.5000000000,0.1642258811,0.3926272007,0.4431469182
-7.5000000000,43.5000000000,0.1098357973,0.4927713007,0.3973929020
-7.5000000000,51.5000000000,0.0513396771,0.5845019527,0.3641583702
-7.5000000000,52.5000000000,0.0663321096,0.5509009857,0.3827669047
-7.5000000000,53.5000000000,0.0690788355,0.5380707234,0.3928504412
-7.5000000000,54.5000000000,0.0785401916,0.4950243689,0.4264354395
-7.5000000000,55.5000000000,0.0746447923,0.4611194650,0.4642357426
-7.5000000000,57.5000000000,0.0771733765,0.3244639181,0.5983627054
-7.5000000000,58.5000000000,0.0813985133,0.2687715425,0.6498299442
-7.5000000000,62.5000000000,0.0944476631,0.1752304856,0.7303218513
-6.5000000000,35.5000000000,0.1724467232,0.2264312775,0.6011219993
-6.5000000000,36.5000000000,0.1643353042,0.2407392229,0.5949254729
-6.5000000000,37.5000000000,0.1815383471,0.2376575668,0.5808040861
-6.5000000000,38.5000000000,0.1998651989,0.2408085057,0.5593262954
-6.5000000000,39.5000000000,0.1821420299,0.2821321578,0.5357258123
-6.5000000000,40.5000000000,0.2123946788,0.2842257962,0.5033795249
-6.5000000000,41.5000000000,0.1992246795,0.3334096807,0.4673656399
-6.5000000000,42.5000000000,0.2397435729,0.3274603812,0.4327960459
-6.5000000000,43.5000000000,0.1238808191,0.4883375511,0.3877816298
-6.5000000000,52.5000000000,0.0593673000,0.5665329116,0.3740997884
-6.5000000000,53.5000000000,0.0621792199,0.5566014255,0.3812193547
-6.5000000000,54.5000000000,0.0696342088,0.5244411180,0.4059246732
-6.5000000000,55.5000000000,0.0678418866,0.4908510871,0.4413070262
-6.5000000000,56.5000000000,0.0690518326,0.4276144771,0.5033336903
-6.5000000000,57.5000000000,0.0774210667,0.3330725027,0.5895064306
-6.5000000000,58.5000000000,0.0789358673,0.2700902350,0.6509738977
-6.5000000000,61.5000000000,0.0899368595,0.1831996684,0.7268634721
-6.5000000000,62.5000000000,0.0946438547,0.1735279994,0.7318281459
-5.5000000000,35.5000000000,0.2311602513,0.1727443565,0.5960953922
-5.5000000000,36.5000000000,0.2187555619,0.1876554917,0.5935889464
-5.5000000000,37.5000000000,0.2044188008,0.2114023902,0.5841788091
-5.5000000000,38.5000000000,0.2362549114,0.2066510060,0.5570940827
-5.5000000000,39.5000000000,0.2200892301,0.2462929083,0.5336178616
-5.5000000000,40.5000000000,0.2906099128,0.2251945888,0.4841954983
-5.5000000000,41.5000000000,0.2278455580,0.3144156151,0.4577388269
