Lon,Lat,C_KK10LonLatElev,B_KK10LonLatElev,U_KK10LonLatElev
-10.5000000000,51.5000000000,0.0904747863,0.6709490801,0.2385761336
-10.5000000000,52.5000000000,0.0918368992,0.6645420172,0.2436210836
-10.5000000000,53.5000000000,0.0946543469,0.6337063528,0.2716393003
-10.5000000000,54.5000000000,0.1045999613,0.5679762054,0.3274238333
-9.5000000000,38.5000000000,0.1179162994,0.3504755719,0.5316081287
-9.5000000000,39.5000000000,0.1101399580,0.3813646618,0.5084953802
-9.5000000000,42.5000000000,0.0914500640,0.4864277191,0.4221222169
-9.5000000000,43.5000000000,0.0863994279,0.5208825349,0.3927180373
-9.5000000000,51.5000000000,0.0959339259,0.6513462008,0.2527198733
-9.5000000000,52.5000000000,0.1000191895,0.6397802001,0.2602006104
-9.5000000000,53.5000000000,0.1016642765,0.6131949232,0.2851408004
-9.5000000000,54.5000000000,0.1059734594,0.5585455633,0.3354809774
-8.5000000000,37.5000000000,0.1395793164,0.3013158709,0.5591048128
-8.5000000000,38.5000000000,0.1302673830,0.3274960335,0.5422365835
-8.5000000000,39.5000000000,0.1261291076,0.3497784495,0.5240924430
-8.5000000000,40.5000000000,0.1188609692,0.3814885288,0.4996505020
-8.5000000000,41.5000000000,0.1158109140,0.4080096619,0.4761794240
-8.5000000000,42.5000000000,0.1145292617,0.4338673461,0.4516033921
-8.5000000000,43.5000000000,0.0951047397,0.4965391115,0.4083561489
-8.5000000000,51.5000000000,0.0907187354,0.6462297744,0.2630514902
-8.5000000000,52.5000000000,0.1009378761,0.6249719962,0.2740901277
-8.5000000000,53.5000000000,0.1006444594,0.6036768424,0.2956786982
-8.5000000000,54.5000000000,0.1055958677,0.5509816987,0.3434224337
-8.5000000000,55.5000000000,0.1001068301,0.5145810986,0.3853120714
-7.5000000000,37.5000000000,0.1528882251,0.2784579101,0.5686538648
-7.5000000000,38.5000000000,0.1516925987,0.2920139550,0.5562934463
-7.5000000000,39.5000000000,0.1489421657,0.3108605652,0.5401972691
-7.5000000000,40.5000000000,0.1626708606,0.3081725392,0.5291566002
-7.5000000000,41.5000000000,0.1526624905,0.3431208199,0.5042166896
-7.5000000000,42.5000000000,0.1503486399,0.3692241131,0.4804272470
-7.5000000000,43.5000000000,0.1120535711,0.4571449195,0.4308015095
-7.5000000000,51.5000000000,0.0814579010,0.6433389668,0.2752031321
-7.5000000000,52.5000000000,0.0957711580,0.6148071510,0.2894216910
-7.5000000000,53.5000000000,0.0966170440,0.5957994373,0.3075835187
-7.5000000000,54.5000000000,0.1028783062,0.5452315601,0.3518901337
-7.5000000000,55.5000000000,0.0971801269,0.5124728509,0.3903470222
-7.5000000000,57.5000000000,0.0972456110,0.4177635015,0.4849908876
-7.5000000000,58.5000000000,0.1030760372,0.3706011394,0.5263228234
-7.5000000000,62.5000000000,0.1288008060,0.3033570981,0.5678420959
-6.5000000000,35.5000000000,0.1666936012,0.2391897289,0.5941166698
-6.5000000000,36.5000000000,0.1623923616,0.2519244497,0.5856831887
-6.5000000000,37.5000000000,0.1745858605,0.2463252954,0.5790888441
-6.5000000000,38.5000000000,0.1847564985,0.2458853227,0.5693581788
-6.5000000000,39.5000000000,0.1687747530,0.2795576113,0.5516676357
-6.5000000000,40.5000000000,0.1855114343,0.2733466325,0.5411419332
-6.5000000000,41.5000000000,0.1772820998,0.3067227028,0.5159951974
-6.5000000000,42.5000000000,0.2022638772,0.2965928138,0.5011433090
-6.5000000000,43.5000000000,0.1236688105,0.4312537807,0.4450774087
-6.5000000000,52.5000000000,0.0865806030,0.6064793899,0.3069400071
-6.5000000000,53.5000000000,0.0878012091,0.5936126774,0.3185861135
-6.5000000000,54.5000000000,0.0923000595,0.5524535620,0.3552463785
-6.5000000000,55.5000000000,0.0881832951,0.5265044824,0.3853122225
